gene	Chromosome	Start	End	Strand	ecto	endo	meso	set
1700012B09Rik	9	14758200	14771030	-	-7.327934	4.0869575	-8.7078285	DifEn
Gpr83	9	14860210	14870789	+	-7.327934	1.5830667	-2.4473011	DifEn
Muc16	9	18495455	18512885	-	-7.327934	-4.932633	-8.7078285	DifEn
S1pr2	9	20965952	20976793	-	4.725691	6.2872915	5.5733767	DifEn
Ccdc151	9	21989871	22002634	-	1.370964	6.2880473	1.2140121	DifEn
Adamts15	9	30899155	30922452	-	2.4387794	6.6737723	1.91178	DifEn
Kcnj5	9	32314783	32344237	-	-1.5612205	1.5830667	-3.5558255	DifEn
Spa17	9	37603295	37613720	-	1.9763545	5.2904634	1.6932877	DifEn
Olfr878	9	37918548	37919612	+	-7.327934	-4.610705	-8.7078285	DifEn
Olfr982	9	40074297	40075262	+	-7.327934	-3.932633	-8.7078285	DifEn
Crtam	9	40972798	41004586	-	-7.327934	1.5632218	-8.7078285	DifEn
Ubash3b	9	41011098	41161697	-	1.8436604	4.7612896	2.621594	DifEn
Arhgef12	9	42963842	43105718	-	3.7302086	5.737359	4.4273458	DifEn
Ccdc153	9	44240677	44247306	+	-7.327934	0.3527691	-6.9708633	DifEn
Pdzd3	9	44247312	44251464	-	-3.8540022	2.4915333	-1.7356467	DifEn
Ift46	9	44767908	44792714	+	5.592874	6.886149	5.5599494	DifEn
Apoa1	9	46228580	46230466	+	0.1816215	7.852922	1.7672291	DifEn
Apoc3	9	46232933	46235636	-	-7.327934	0.6672797	-4.5558257	DifEn
Apoa4	9	46240696	46243459	+	-0.9471118	5.603614	-1.1379731	DifEn
Gm10680	9	46242621	46243529	-	-2.7164989	4.3405795	-2.4060786	DifEn
Apoa5	9	46268633	46271919	+	-7.327934	1.1226493	-3.9119694	DifEn
Cadm1	9	47530173	47857637	+	7.53186	8.241356	7.1407614	DifEn
Nnmt	9	48591877	48605153	-	-7.327934	-0.8665439	-8.7078285	DifEn
Ttc12	9	49436963	49486225	-	0.80134946	5.1892242	2.0281973	DifEn
1600029D21Rik	9	50494525	50505639	+	-0.28111264	5.875728	0.029136892	DifEn
Pih1d2	9	50617321	50625000	+	2.4387794	5.894511	3.0798924	DifEn
Dixdc1	9	50662752	50739517	-	1.6021467	5.5516863	3.324523	DifEn
1110032A03Rik	9	50762828	50775520	-	4.651809	6.2628927	4.837967	DifEn
4833427G06Rik	9	51081313	51102078	-	-3.0060053	3.1415083	-5.9708633	DifEn
1810046K07Rik	9	51289686	51328917	-	-7.327934	-4.610705	-8.7078285	DifEn
Elmod1	9	53911460	53975301	-	-3.8540022	4.722003	-0.904774	DifEn
Dnaja4	9	54698873	54716315	+	-0.7665395	5.210431	-0.063972555	DifEn
Ccdc33	9	58028677	58118823	-	0.7369588	4.711223	1.7433823	DifEn
Gm16131	9	58117815	58118989	+	-7.327934	0.99217945	-8.7078285	DifEn
Islr	9	58156265	58159221	-	-7.327934	2.0186517	-1.5005432	DifEn
Lrrc49	9	60568859	60688158	-	3.603789	5.4580736	3.0965714	DifEn
Uaca	9	60794548	60880370	+	4.316924	5.821837	5.208735	DifEn
Smad3	9	63646767	63757994	-	4.5413175	6.515612	5.468535	DifEn
Herc1	9	66350450	66508775	+	5.785338	6.8853493	5.9209204	DifEn
Tln2	9	67217087	67559703	-	4.767317	6.80662	5.8246355	DifEn
Fam81a	9	70089310	70142560	-	1.8547368	5.0190163	-0.20267886	DifEn
Adam10	9	70678997	70780229	+	5.394874	6.5593452	6.0694265	DifEn
Lipc	9	70798129	70934808	-	-7.327934	1.247276	-8.555826	DifEn
Mns1	9	72438529	72458574	+	6.2301416	7.2870646	6.5377980000000004	DifEn
Dyx1c1	9	72958785	72973064	+	1.3358222	4.6797748	1.5592179	DifEn
Gm20510	9	72958852	73016319	+	3.71129	5.7137003	3.6950648	DifEn
Gm5918	9	72979724	72985376	-	3.267013	7.1006174	3.2069714	DifEn
Rab27a	9	73044865	73097592	+	2.34567	4.5726824	2.2675416	DifEn
Unc13c	9	73480870	73933567	-	-2.421043	2.4293106	-3.9119694	DifEn
Wdr72	9	74110356	74283308	+	-5.5909677	1.4894316	-0.78764135	DifEn
BC031353	9	74953053	75032468	+	-0.09911486	3.6875865	1.0025952	DifEn
Gfral	9	76164102	76213657	-	-7.327934	-1.9784368	-8.555826	DifEn
Gm10639	9	78289923	78305525	+	-7.327934	-3.932633	-8.7078285	DifEn
Omt2a	9	78311972	78314797	-	-7.327934	-0.11245417	-8.7078285	DifEn
Omt2b	9	78328030	78329620	+	-7.327934	-0.5063683	-8.7078285	DifEn
Cd109	9	78615546	78716253	+	0.97381675	5.372003	1.0384989	DifEn
Filip1	9	79815051	79977804	-	-5.1759305	2.422718	-2.6016293	DifEn
Myo6	9	80165031	80311729	+	2.8657286	6.3166285	1.3896182	DifEn
Irak1bp1	9	82829806	82847688	+	4.0438433	5.8301644	3.9554327	DifEn
Sh3bgrl2	9	83548338	83600292	+	4.288615	6.282748	4.187957	DifEn
Tpbg	9	85842380	85847055	+	4.6087046	5.810939	3.7776093	DifEn
Pgm3	9	86552476	86571842	-	5.417694	6.6241126	5.5331283000000004	DifEn
4922501C03Rik	9	87189573	87255536	-	4.968409	6.1724567	4.621594	DifEn
Ctsh	9	90054152	90076089	+	-0.517719	6.825694	1.5837258	DifEn
Plscr2	9	92275602	92297752	+	-7.327934	-1.8033502	-8.7078285	DifEn
Rbp1	9	98422961	98446551	+	6.497158	8.107614	7.449996	DifEn
1600029I14Rik	9	99456243	99474751	+	-5.5909677	4.5697017	-8.7078285	DifEn
A4gnt	9	99612502	99622367	+	-7.327934	-4.610705	-8.7078285	DifEn
Gm20425	9	103190208	103230307	-	4.9115324	6.3953404	5.3606133	DifEn
Trf	9	103204001	103230444	-	-1.4754908	5.5599713	1.4085152	DifEn
Nphp3	9	104002544	104043730	+	3.023742	5.8957014	2.7587576	DifEn
Nek11	9	105162467	105395524	-	-1.3945707	3.9191158	-0.95591277	DifEn
Gm15619	9	105333513	105348380	+	-7.327934	0.37114766	-5.9708633	DifEn
Abhd14a	9	106440051	106447678	-	5.0846953	6.1817603	5.1190286	DifEn
Tex264	9	106658747	106685948	-	3.0528882	5.4083295	3.7341933	DifEn
Zmynd10	9	107547310	107551319	+	-1.5320742	6.3032317	-3.5558255	DifEn
4930535L15Rik	9	107998116	108002404	-	-7.327934	-4.610705	-8.7078285	DifEn
Dag1	9	108205955	108263924	-	6.0131216	7.0800786	5.662359	DifEn
Klhdc8b	9	108447658	108452377	-	1.4715279000000001	4.298588	-0.12956087	DifEn
Dalrd3	9	108569892	108572771	+	5.7232375	7.6894755	5.3340583	DifEn
Tmem89	9	108914619	108915563	+	-5.1759305	0.4936317	-8.7078285	DifEn
Fbxw24	9	109601117	109626059	-	-7.327934	-4.932633	-8.7078285	DifEn
Kif9	9	110476994	110525179	+	-2.6523685	5.0399876	-1.3174208	DifEn
Ccrl2	9	111054835	111057270	-	-7.327934	-3.932633	-8.7078285	DifEn
Cmtm6	9	114731203	114749343	+	5.8985453	7.541199	6.1574535	DifEn
Eomes	9	118478212	118486132	+	4.226016	6.168358	5.5028424	DifEn
Dlec1	9	119102478	119148246	+	0.6944343	4.303381	-0.34637228	DifEn
Acaa1a	9	119339676	119350299	+	5.7943554	6.994682	6.03283	DifEn
Ttc21a	9	119937606	119967793	+	-1.503505	4.928454	-1.3174208	DifEn
Entpd3	9	120539818	120568318	+	-7.327934	-2.0746522	-8.7078285	DifEn
Hhatl	9	121784016	121792507	-	-7.327934	-0.42483842	-8.7078285	DifEn
Ccdc13	9	121797627	121839461	-	-1.6213417	3.3971634	-1.1982738	DifEn
Slc6a20a	9	123636122	123678885	-	-7.327934	-4.932633	-8.7078285	DifEn
Lztfl1	9	123694416	123717625	-	5.7876883	7.038911	5.729504	DifEn
Iyd	10	3540240	3554877	+	-7.327934	1.3105409	-8.7078285	DifEn
Plekhg1	10	3740364	3967303	+	2.102519	4.2190175	1.3344386	DifEn
Gm221	10	4482502	4562231	+	-2.421043	2.0869575	-3.9119694	DifEn
Syne1	10	5020203	5069063	-	-1.6840774	2.0785942	-3.0322635	DifEn
9130014G24Rik	10	10335703	10472326	-	-3.590968	3.5889673	-1.6978445	DifEn
Utrn	10	12382188	12861735	-	3.527108	5.7588925	4.1822667	DifEn
Stx11	10	12939983	12964259	-	-2.2690399	1.2768203	-4.096394	DifEn
Cited2	10	17723228	17725673	+	6.135818	7.3237967	6.621594	DifEn
Gm20655	10	17793106	17799921	-	-7.327934	-4.610705	-8.7078285	DifEn
Perp	10	18845071	18857073	+	3.7226708	6.1910033	2.4554017	DifEn
Stx7	10	24149317	24188959	+	3.9623413	6.5721855	4.376758	DifEn
AC153547.1	10	25527943	25536272	-	-7.327934	0.73270273	-5.748471	DifEn
Samd3	10	26229707	26272172	+	-1.783613	7.553888	1.8289582	DifEn
Arhgap18	10	26753421	26918648	+	1.9914877	5.1630936	1.5513915	DifEn
Ptprk	10	28074820	28597397	+	4.8612733	6.1127853	5.5463142	DifEn
Themis	10	28668360	28883818	+	-7.327934	0.21711402	-8.7078285	DifEn
Rsph4a	10	33905111	33916021	+	-3.4754908	7.11679	-4.3859005	DifEn
Ddo	10	40630011	40649931	+	-7.327934	2.793585	-8.7078285	DifEn
9030224M15Rik	10	40683282	40811083	+	-1.503505	3.0715873	-1.1379731	DifEn
Akd1	10	41316247	41348269	+	-7.327934	3.3722885	-2.3463721	DifEn
Ppil6	10	41490439	41514284	+	-1.7164989	3.6315165	-0.75492585	DifEn
Armc2	10	41914990	42018442	-	-1.6213417	4.620036	2.4164362	DifEn
Cd24a	10	43579169	43584262	+	9.20774	10.28399	9.248677	DifEn
Aim1	10	43950307	44004846	-	0.45342614999999997	3.9269016	0.82571733	DifEn
Prdm1	10	44437177	44528501	-	-1.6213417	4.217114	-1.1549461	DifEn
Hsf2	10	57486385	57513133	+	6.3790183	7.528783	6.3943195	DifEn
Smpdl3a	10	57794335	57811830	+	-2.4754908	4.3129196	2.3615465	DifEn
P4ha1	10	59323296	59373304	+	5.3088927	6.7796793	6.049596	DifEn
Pla2g12b	10	59403660	59421976	+	-2.0884676	5.1604543	-0.8904897	DifEn
Ccdc109a	10	59446984	59616692	-	4.4561563	5.8811483	4.996243	DifEn
Pldi	10	60928226	60938132	-	-7.327934	-3.125278	-8.7078285	DifEn
Pcbd1	10	61089343	61094328	+	4.286572	6.5013433	2.9628277	DifEn
Tbata	10	61171954	61188841	+	-7.327934	3.6626244	-8.7078285	DifEn
Npffr1	10	61595484	61626385	+	-7.327934	-0.26020774	-8.7078285	DifEn
Hkdc1	10	62383137	62422491	-	-7.327934	3.6045854	-1.1464347	DifEn
Srgn	10	62493833	62527451	-	-1.590968	4.787611	-2.1635082	DifEn
Stox1	10	62659043	62726128	-	-0.1872457	3.6286547	-1.7614099	DifEn
Dnajc12	10	63382443	63408840	+	2.218532	5.983433	3.7473843	DifEn
Slc16a9	10	70245100	70285968	+	-4.3685756	2.577142	-1.7229358	DifEn
4930533K18Rik	10	70868669	70934324	+	-1.5320742	3.5165155	-0.34637228	DifEn
Bicc1	10	70922832	71159700	-	1.7782658	7.242838	3.240214	DifEn
Rtdr1	10	74957477	75032586	-	-7.1759305	-2.1252782	-8.7078285	DifEn
Rab36	10	75037058	75054748	+	1.5689033	5.712575	1.2499182	DifEn
Cstb	10	78425670	78427619	+	5.9062185	7.4435596	6.5892305	DifEn
Odf3l2	10	79639526	79645738	-	-7.327934	-3.3476706	-8.7078285	DifEn
Gzmm	10	79689020	79695261	+	-1.8905281	2.9018378	0.16527352	DifEn
Prtn3	10	79874476	79883174	+	-1.3685756	1.4553841	-2.6250882	DifEn
Abca7	10	79996494	80015572	+	1.5035497	4.708967	0.9219326	DifEn
Reep6	10	80329953	80336441	+	1.9788878	5.1280627	1.1805763	DifEn
Creb3l3	10	81084324	81098874	-	-2.0884676	2.6839159	-1.7614099	DifEn
Tle2	10	81574561	81590845	+	-1.9664769	2.4746346	-2.2890391	DifEn
Btg1	10	96617001	96622813	+	4.8310966	6.5577164	4.9960027	DifEn
Kitl	10	100015630	100100413	+	1.3824903	7.6015477	4.881016	DifEn
Lrriq1	10	103063198	103236322	-	-3.590968	5.519351	-1.6610078	DifEn
Caps2	10	112163621	112216555	+	-5.1759305	2.8138812	-2.4473011	DifEn
Lgr5	10	115450311	115587780	-	2.4033854	6.6991124	2.9330187	DifEn
Cpm	10	117629500	117687352	+	2.8113334	6.934549	1.6302886	DifEn
Tbc1d30	10	121263824	121311189	-	-2.0060055	2.0813873	-3.1982737	DifEn
D930020B18Rik	10	121641588	121692892	+	-4.1759305	0.13345613	-6.2338977	DifEn
Inhbe	10	127349402	127351772	-	-7.1759305	-3.932633	-8.7078285	DifEn
Slc39a5	10	128395934	128401224	-	-2.4754908	4.335909	-1.5114315	DifEn
Olfr798	10	129625124	129626059	-	-7.327934	-3.610705	-8.7078285	DifEn
Olfr810	10	129790609	129791614	-	-7.327934	-3.0257423	-8.7078285	DifEn
Limk2	11	3344256	3409189	-	4.1985655	6.062074	4.695657	DifEn
4921536K21Rik	11	3886088	3895098	-	-1.2932874	2.9530632	-0.22043532	DifEn
Dusp18	11	3895240	3901296	+	2.8793519	6.344073	3.9770172	DifEn
Tcn2	11	3917192	3932159	-	2.1482503	5.6942167	3.0721643	DifEn
Sec14l4	11	4031462	4048024	+	2.9559267	5.3827996	3.8311145	DifEn
Ccdc157	11	4141123	4160293	-	1.7927363	5.972566	2.7162209	DifEn
Gm11963	11	5498840	5505699	+	-7.327934	-1.2887769	-8.7078285	DifEn
Xbp1	11	5520659	5525893	+	6.1796956	7.2385435	6.4632874	DifEn
Aebp1	11	5861947	5872088	+	0.42398232	3.9446511	2.607824	DifEn
Gm11981	11	6716001	6720037	-	-4.3685756	2.368863	-6.9708633	DifEn
Igfbp1	11	7197782	7202546	+	-7.327934	0.8355512	-8.7078285	DifEn
Pkd1l1	11	8826708	8973266	-	-2.3179495	6.5113463	-0.99358314	DifEn
Gm11992	11	9048594	9069356	+	-3.3685756	4.0973444	-0.07604538	DifEn
Upp1	11	9118103	9136170	+	2.8766375	7.9864163	5.6257925	DifEn
Gm11999	11	11642203	11685400	-	-7.327934	-4.610705	-8.7078285	DifEn
Cobl	11	12236608	12464960	-	0.4894055	4.0503607	-0.57854575	DifEn
Wdpcp	11	21572235	21898989	+	2.218532	4.9385023	2.3488088	DifEn
Gm12056	11	22734038	22737937	+	-7.327934	-4.932633	-8.7078285	DifEn
Gm10466	11	24721006	24730722	-	-7.327934	-4.932633	-8.7078285	DifEn
Ccdc104	11	29221532	29247409	-	4.7399487	6.781505	5.0181766	DifEn
Kcnmb1	11	33963013	33973641	+	-7.327934	2.1415083	-1.7356467	DifEn
Slit3	11	35121224	35708507	+	2.139219	4.972378	4.142662	DifEn
Nipal4	11	46148155	46166508	-	-7.327934	2.3665748	-4.855386	DifEn
Timd2	11	46668960	46707061	-	-7.327934	0.8155598	-5.9708633	DifEn
Olfr56	11	48978889	49135387	+	-7.327934	-3.932633	-8.7078285	DifEn
Olfr1388	11	49443853	49444788	+	-7.327934	-2.0746522	-8.7078285	DifEn
Gfpt2	11	49794178	49838613	+	4.377699	5.779034	5.061986	DifEn
Gm12199	11	50717670	50718915	-	-7.327934	-4.932633	-8.7078285	DifEn
Leap2	11	53422181	53423170	-	-7.327934	-0.20471267	-6.5558257	DifEn
A430108G06Rik	11	53564688	53567313	-	-0.66813576	3.162764	0.33291766	DifEn
Kif3a	11	53567379	53601967	+	4.627797	6.872204	6.009574	DifEn
Gpx3	11	54902453	54910377	+	4.4160595	6.6648374	5.226251	DifEn
Fam183b	11	58792797	58801960	-	-0.48942995	6.2072377	-3.6489348	DifEn
1700013G23Rik	11	59946889	59948142	-	-5.1759305	1.7255783	-2.001237	DifEn
Lrrc48	11	60353329	60394341	+	1.1727977	6.5420866	0.93602747	DifEn
B9d1	11	61505144	61512931	+	5.511008	7.4864717	5.485149	DifEn
4930452L02Rik	11	62990453	63004134	-	-7.327934	-0.11245417	-8.7078285	DifEn
Dnahc9	11	65831282	66168551	-	-2.783613	4.5165157	-3.2704234	DifEn
Gm12298	11	66905721	66947086	-	-7.327934	-1.6472309	-8.7078285	DifEn
Gm12299	11	67002086	67011625	+	-7.327934	-3.932633	-8.7078285	DifEn
9430073C21Rik	11	67195680	67199234	-	-7.327934	-1.8033502	-8.7078285	DifEn
9130017K11Rik	11	67921504	67947659	+	-1.8905281	3.417201	-3.9119694	DifEn
Wdr16	11	67924806	67965651	-	0.05288823	7.283431	0.19571838	DifEn
Tmem107	11	69070806	69073293	+	4.8975415	7.4612265	4.828958	DifEn
Dnahc2	11	69420809	69549110	-	-0.8540023	3.8634067	0.86413455	DifEn
Gabarap	11	69991143	69994951	+	6.2851653	7.3199587	6.618281	DifEn
Gm12315	11	70623027	70625561	-	-7.327934	-1.44078	-8.7078285	DifEn
Med31	11	72211724	72215592	-	5.9467354	7.074307	5.9009137	DifEn
Tekt1	11	72344722	72362442	-	0.12785031	7.436487	0.19906181	DifEn
Spns2	11	72451638	72489904	-	-2.1315362	2.0360336	-1.855386	DifEn
Ankfy1	11	72690006	72772146	+	5.7702446	6.6984305	5.7340493	DifEn
P2rx1	11	72999103	73015200	+	-7.327934	-2.0746522	-8.7078285	DifEn
Olfr402	11	74155127	74156126	+	-7.327934	-4.932633	-8.7078285	DifEn
Serpinf2	11	75431732	75439591	-	-3.8540022	3.0084145	-3.0963938	DifEn
Gm16075	11	75860969	75861494	+	-7.327934	-3.610705	-8.7078285	DifEn
1700016K19Rik	11	75999912	76003569	+	-1.8183784	4.8425655	-2.855386	DifEn
Sdf2	11	78245746	78255496	+	5.6787434	6.820479	5.897187	DifEn
Vtn	11	78499091	78502324	+	-7.327934	5.0098815	-2.4473011	DifEn
Lgals9	11	78962974	78984946	-	-7.327934	2.160124	-2.1464345	DifEn
Rffl	11	82802449	82871210	-	5.1591806	6.0652523	4.7266836	DifEn
AI662270	11	83223576	83226604	+	-1.8183784	3.0331514	-0.41116735	DifEn
Hnf1b	11	83850063	83905917	+	-0.89052814	4.6099153	-1.8279052	DifEn
Car4	11	84957786	84966044	+	8.2594795	10.821223	8.598785	DifEn
Dhx40	11	86768846	86807696	-	5.703653	7.006395	5.627422	DifEn
Ypel2	11	86936425	86993707	-	-0.90914387	3.7807534	1.8192137	DifEn
Nog	11	89300638	89302559	-	-1.503505	5.36972	0.60404575	DifEn
Ankfn1	11	89420987	89639631	-	-3.0884676	2.0186517	-3.6489348	DifEn
Mycbpap	11	94501347	94521742	-	-0.517719	3.1914883	-1.1046145	DifEn
B4galnt2	11	95865943	95914891	-	-2.4754908	2.738023	-2.5114315	DifEn
Calcoco2	11	96099326	96111964	-	-4.3685756	2.8003821	0.029136892	DifEn
Ttll6	11	96133786	96165451	+	-2.9280028	3.067367	-4.970863	DifEn
Lrrc46	11	97034602	97041407	-	-1.8183784	5.6113653	-2.2704234	DifEn
Gm11613	11	97644184	97660367	-	-7.327934	-1.5403156	-8.7078285	DifEn
Lasp1	11	97799000	97838764	+	5.323417	6.211547	4.988656	DifEn
Gsdma3	11	98626360	98638226	+	-7.327934	-4.932633	-8.7078285	DifEn
Krt26	11	99328550	99337966	-	-7.327934	-4.610705	-8.7078285	DifEn
Gm14194	11	99759032	99759172	-	-7.327934	-4.610705	-8.7078285	DifEn
Krt33a	11	100011195	100016212	-	-7.327934	-2.0257425	-8.7078285	DifEn
Krt19	11	100140810	100148665	-	-0.35575145	5.8020763	1.0970193	DifEn
Ttc25	11	100545607	100572568	+	1.9062188	6.7374697	1.2643533	DifEn
Gm11551	11	101886237	101891206	+	-7.327934	-4.932633	-8.7078285	DifEn
Grn	11	102430315	102437048	+	5.8077755	6.606647	5.6694574	DifEn
Itga2b	11	102453297	102470122	-	-3.590968	1.9921794	-1.8834002	DifEn
Ccdc103	11	102881204	102885216	+	0.4165266	5.690105	1.3689868	DifEn
Fam187a	11	102885169	102886731	+	-7.327934	-0.610705	-8.555826	DifEn
Crhr1	11	104132855	104175523	+	-5.1759305	1.5511827	-8.7078285	DifEn
Gm11665	11	104556789	104557777	-	-7.327934	-3.610705	-8.7078285	DifEn
Gm11650	11	107793866	107795982	+	-5.5909677	1.4160951	-4.648935	DifEn
Gm11680	11	112107438	112132196	+	-7.327934	-4.932633	-8.7078285	DifEn
BC006965	11	112663927	112781976	-	-7.327934	1.1334561	-2.7484708	DifEn
Sstr2	11	113619342	113626005	+	-7.327934	-4.932633	-8.7078285	DifEn
Cpsf4l	11	113698172	113710017	-	-2.5320742	2.931553	-0.6133111	DifEn
Dnaic2	11	114727408	114757889	+	-7.327934	4.4878535	-8.7078285	DifEn
Gprc5c	11	114851152	114872617	+	5.4751215	8.086393	6.283083	DifEn
Rab37	11	115091431	115162236	+	-1.6840774	2.5810945	0.96381056	DifEn
Slc9a3r1	11	115163341	115181181	+	6.668285	7.586143	6.420336	DifEn
Llgl2	11	115824049	115855780	+	3.9352052	5.65772	2.8735812	DifEn
Myo15b	11	115861612	115892603	+	-4.1759305	2.6523294	-1.2070975	DifEn
2210020M01Rik	11	115899966	115906269	+	-2.4754908	4.05392	-1.3463722	DifEn
Foxj1	11	116330704	116335399	-	0.35545096	8.548188	1.5196534	DifEn
Sec14l1	11	117115168	117159268	+	4.422122	5.7431035	5.061527	DifEn
Syngr2	11	117809668	117814283	+	5.8214254	6.9774475	5.888413	DifEn
Ccdc40	11	119228572	119265236	+	3.9391134	6.178013	3.7027404	DifEn
Gm11789	11	120526855	120531784	-	-7.327934	-2.0257425	-8.7078285	DifEn
Myadml2	11	120646031	120648158	-	-7.327934	-1.762708	-8.7078285	DifEn
Cbr2	11	120729489	120732114	-	-7.327934	-4.610705	-8.7078285	DifEn
Tex19.1	11	121146143	121148319	+	-0.8183785	3.4746346	0.19571838	DifEn
Apob	12	7977648	8016835	+	-3.716499	7.6345506	0.6584935	DifEn
Slc7a15	12	8528483	8599066	-	-7.327934	-3.2321935	-8.7078285	DifEn
Wdr35	12	8973892	9028847	+	4.730584	6.8134613	4.8331337	DifEn
2410004P03Rik	12	17004958	17011727	-	1.0908561	7.1267114	0.15498076	DifEn
Gm15691	12	30059657	30062113	+	-7.327934	-4.932633	-8.7078285	DifEn
Fam110c	12	31073968	31079937	+	-2.9280028	2.0757954	-0.919201	DifEn
Lamb1	12	31265234	31329644	+	5.8766375	7.5985656	6.633458	DifEn
Slc26a4	12	31519827	31559969	-	-7.327934	-1.8451704	-8.7078285	DifEn
Efcab10	12	33394854	33401269	+	2.5000267	7.1522584	1.8006264	DifEn
Arl4a	12	40005447	40038025	-	4.4818344	7.43962	3.9239547	DifEn
Nfkbia	12	55489411	55492647	-	3.2281468	6.1127853	4.475531	DifEn
Foxa1	12	57540631	57546121	-	-0.43446347	5.679314	-1.3174208	DifEn
Mia2	12	59095799	59109130	+	-7.327934	0.8289181	-5.5558257	DifEn
Pygl	12	70190811	70231488	-	2.2206743	6.019198	2.7393692	DifEn
F730035M05Rik	12	70227841	70234165	+	-7.327934	-3.932633	-8.7078285	DifEn
Daam1	12	71831078	71992367	+	4.106579	5.7734313	4.87188	DifEn
Lrrc9	12	72441866	72514334	+	0.80706304	4.898674	1.3615464	DifEn
Six1	12	73036929	73053887	-	-1.3430405	4.2756014	1.5062205	DifEn
Prkch	12	73584797	73778185	+	-0.92800283	4.424369	0.76835483	DifEn
1700086L19Rik	12	74288735	74295945	+	-7.327934	2.5491664	-6.9708633	DifEn
Dbpht2	12	74297474	74300468	+	-5.5909677	3.0142732	-8.7078285	DifEn
Plekhg3	12	76533560	76579039	+	2.3535001	5.107314	2.9269824	DifEn
Gpx2	12	76792335	76795554	-	1.7188873	6.6744657	0.23207687	DifEn
Rab15	12	76797960	76822908	-	4.0371737	5.706029	3.517981	DifEn
Mpp5	12	78748947	78840711	+	6.074812	7.0352235	6.2237396	DifEn
Gm20727	12	80271509	80271661	+	-7.327934	-4.932633	-8.7078285	DifEn
Smoc1	12	81026808	81186414	+	3.1459978	7.1331196	3.4420593	DifEn
Slc8a3	12	81197915	81333180	-	-3.0884676	4.168686	-2.096394	DifEn
Dnalc1	12	84114366	84147498	+	1.6184853	4.621956	2.699793	DifEn
Pnma1	12	84146131	84148489	-	-1.4754908	2.2571914	-0.8904897	DifEn
Fam161b	12	84345309	84361833	-	0.46069422	4.6272216	1.8714871	DifEn
2900006K08Rik	12	84409071	84433780	+	-1.1535627	2.5531962	-0.46306854	DifEn
Npc2	12	84754560	84773112	-	6.9249783	7.8499045	7.474626	DifEn
Fam164c	12	85288591	85299358	+	-1.8183784	4.939657	-0.36106876	DifEn
Fos	12	85473890	85477273	+	3.0896847	5.508236	3.8126807	DifEn
Ttll5	12	85824659	86061893	+	3.9488373	5.28835	3.8074877	DifEn
Samd15	12	87200750	87201943	+	-4.854002	0.91911596	-4.468363	DifEn
Kcnk10	12	98433994	98577940	-	-7.327934	-1.8033502	-8.7078285	DifEn
3300002A11Rik	12	99341154	99361827	+	-7.327934	1.0560516	-7.5558257	DifEn
Slc24a4	12	102128733	102267091	+	-4.1759305	2.5267985	-1.7229358	DifEn
Lgmn	12	102394084	102439813	-	4.409971	6.9311657	4.9806643	DifEn
Ifi27l2b	12	103450898	103457223	-	-7.327934	0.6296093	-5.3859005	DifEn
Serpina10	12	103616675	103631444	-	-7.327934	-0.8665439	-8.7078285	DifEn
4831426I19Rik	12	104929949	105009809	-	-2.7164989	1.5390421	-2.7229357	DifEn
Ak7	12	105705982	105782447	+	-3.0060053	5.21075	-2.2159755	DifEn
Eml1	12	108370957	108539617	+	4.617673	6.4591475	4.2460847	DifEn
Stk30	12	110807798	110840939	-	1.2835011	5.4207897	1.761587	DifEn
Amn	12	111271111	111276426	+	-0.36857554	6.3307834	1.4595894	DifEn
BC022687	12	112808975	112816245	+	3.013894	5.443221	2.9020684	DifEn
Wdr60	12	116207050	116263025	-	3.370964	5.2627387	3.029137	DifEn
Dnahc11	12	117877982	118199043	-	5.0905633	6.2017937	4.9000154	DifEn
Akr1c18	13	4132615	4150654	-	-7.327934	-3.0257423	-8.7078285	DifEn
Akr1c13	13	4191184	4205596	+	-6.1759305	3.626744	-0.3031602	DifEn
Akr1c19	13	4228700	4248681	+	0.081457436	4.8839507	0.75478715	DifEn
Akr1c12	13	4268172	4279433	-	-4.1759305	2.9727538	-4.648935	DifEn
Klf6	13	5861489	5870393	+	5.5411034	6.9444594	6.107121	DifEn
Nid1	13	13437602	13512275	+	1.2957448	4.2303877	3.0794392	DifEn
Gng4	13	13784059	13827897	+	-1.7496656	3.1117609	-1.47901	DifEn
Gpr141	13	19749682	19824257	-	-7.1759305	-1.8882389	-8.7078285	DifEn
Elmo1	13	20090507	20608353	+	4.3632283	6.9242787	4.94265	DifEn
Gpx5	13	21286429	21292731	-	-7.327934	-4.610705	-8.7078285	DifEn
Olfr1366	13	21536974	21542775	-	-7.1759305	-3.3476706	-8.7078285	DifEn
Lrrc16a	13	24012344	24280795	-	5.442684	6.470911	5.467929	DifEn
D130043K22Rik	13	24845135	24901270	+	-4.5909677	3.2385437	-4.0322638	DifEn
Prl8a6	13	27432681	27438688	-	-7.327934	-4.932633	-8.7078285	DifEn
Gm11374	13	31328575	31330767	-	-7.327934	-3.610705	-8.7078285	DifEn
Serpinb6c	13	33879816	33905708	-	-2.1315362	2.109026	-4.233897	DifEn
1300014I06Rik	13	34627840	34652681	-	-4.854002	3.109026	0.4967424	DifEn
Dsp	13	38151328	38198577	+	2.8616166	6.470645	4.6478286	DifEn
Mak	13	41025120	41079706	-	1.5451686	6.7350326	0.17549336	DifEn
Nedd9	13	41309916	41487320	-	-3.2690396	4.351034	0.55269873	DifEn
